es_id,authors,title,year,source,type,discipline,study_nr,ai_label,consumer_response,autonomy,performance,anthropomorphism,uniqueness_recognition,application_domain,task_objectivity,task_consequentiality,human_benchmark,ai_explanation,field_setting,stimulus_presentation,incentive_compatibility,behavioral_dv,within_subject_design,online_sample,average_age,percentage_females,geographical_background,familiarity,n1,n2,n,p_value,cohens_d
193,"reich, kaju, & maglio",how to overcome algorithm aversion: learning from mistakes,2022,journal of consumer psychology,journal publication,marketing,3,ai algorithms,cognitive,extensive,equivalent,absent,absent,other,objective,low,expert,absent,no,text only,no,no,no,yes,40.33,51.4,NA,no,200,200,400,NA,-0.216
194,"reich, kaju, & maglio",how to overcome algorithm aversion: learning from mistakes,2022,journal of consumer psychology,journal publication,marketing,3,ai algorithms,cognitive,extensive,equivalent,absent,absent,other,objective,low,expert,absent,no,text only,no,no,no,yes,40.33,51.4,NA,no,200,200,400,NA,-0.897
195,"reich, kaju, & maglio",how to overcome algorithm aversion: learning from mistakes,2022,journal of consumer psychology,journal publication,marketing,3,ai algorithms,affective,extensive,equivalent,absent,absent,other,objective,low,expert,absent,no,text only,no,no,no,yes,40.33,51.4,NA,no,200,200,400,NA,0.029
196,"reich, kaju, & maglio",how to overcome algorithm aversion: learning from mistakes,2022,journal of consumer psychology,journal publication,marketing,3,ai algorithms,affective,extensive,equivalent,absent,absent,other,objective,low,expert,absent,no,text only,no,no,no,yes,40.33,51.4,NA,no,200,200,400,NA,-0.4
197,"reich, kaju, & maglio",how to overcome algorithm aversion: learning from mistakes,2022,journal of consumer psychology,journal publication,marketing,5A,ai algorithms,affective,extensive,equivalent,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,no,yes,38.5,48.5,NA,no,100,100,200,0.003,-0.41
198,"reich, kaju, & maglio",how to overcome algorithm aversion: learning from mistakes,2022,journal of consumer psychology,journal publication,marketing,5A,ai algorithms,affective,extensive,equivalent,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,no,yes,38.5,48.5,NA,no,100,100,200,0.774,0.044
199,"reich, kaju, & maglio",how to overcome algorithm aversion: learning from mistakes,2022,journal of consumer psychology,journal publication,marketing,5A,ai algorithms,affective,extensive,equivalent,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,no,yes,38.5,48.5,NA,no,100,100,200,0.954,-0.009
200,"li, peluso, & duan",why do we prefer humans to artificial intelligence in telemarketing? a mind perception explanation,2023,journal of retailing and consumer services,journal publication,marketing,1,NA,behavioral,extensive,NA,present,present,legal & public safety,objective,low,expert,absent,no,perceptually rich,no,yes,no,no,21.66,80,asia,no,31,30,61,0.036,-0.5487
201,"li, peluso, & duan",why do we prefer humans to artificial intelligence in telemarketing? a mind perception explanation,2023,journal of retailing and consumer services,journal publication,marketing,2,ai assistants,behavioral,extensive,NA,absent,present,legal & public safety,objective,low,expert,absent,no,text only,no,no,no,no,21.33,72,asia,no,57,51,108,0.044,-0.4082
202,"li, peluso, & duan",why do we prefer humans to artificial intelligence in telemarketing? a mind perception explanation,2023,journal of retailing and consumer services,journal publication,marketing,3,ai assistants,behavioral,extensive,NA,present,present,legal & public safety,objective,low,expert,absent,no,perceptually rich,no,no,no,no,28.11,67,asia,no,60,60,120,0.006,-0.5053
203,holthoewer & van doorn,robots do not judge: service robots can alleviate embarrassment in service encounters,2023,journal of the academy of marketing science,journal publication,marketing,2,NA,behavioral,extensive,NA,present,absent,healthcare,objective,low,expert,absent,yes,perceptually rich,yes,yes,no,no,NA,56,europe,no,2954,2954,5908,0.037,0.3517
204,holthoewer & van doorn,robots do not judge: service robots can alleviate embarrassment in service encounters,2023,journal of the academy of marketing science,journal publication,marketing,2,NA,behavioral,extensive,NA,present,absent,healthcare,objective,low,expert,absent,yes,perceptually rich,yes,yes,no,no,NA,56,europe,no,2954,2954,5908,0.37,0.0234
205,holthoewer & van doorn,robots do not judge: service robots can alleviate embarrassment in service encounters,2023,journal of the academy of marketing science,journal publication,marketing,3,NA,behavioral,extensive,NA,present,absent,entertainment & lifestyle,subjective,low,expert,absent,no,perceptually rich,no,no,no,yes,25.54,42,NA,no,95,95,190,0.013,0.2857
206,holthoewer & van doorn,robots do not judge: service robots can alleviate embarrassment in service encounters,2023,journal of the academy of marketing science,journal publication,marketing,4,NA,behavioral,extensive,NA,present,absent,healthcare,objective,low,expert,absent,no,perceptually rich,no,no,no,yes,27.48,0.44,NA,no,204,203,407,0.021,0.201
207,holthoewer & van doorn,robots do not judge: service robots can alleviate embarrassment in service encounters,2023,journal of the academy of marketing science,journal publication,marketing,4,NA,behavioral,extensive,NA,present,absent,healthcare,objective,low,expert,absent,no,perceptually rich,no,no,no,yes,27.48,0.44,NA,no,204,203,407,< 0.001,-0.5053
208,holthoewer & van doorn,robots do not judge: service robots can alleviate embarrassment in service encounters,2023,journal of the academy of marketing science,journal publication,marketing,4,NA,affective,extensive,NA,present,absent,healthcare,objective,low,expert,absent,no,perceptually rich,no,no,no,yes,27.48,0.44,NA,no,204,203,407,< 0.001,-0.461
209,"pitardi, wirtz, paluch, & kunz","service robots, agency and embarrassing service encounters",2021,journal of service management,journal publication,marketing,2,NA,affective,extensive,NA,present,absent,healthcare,objective,low,expert,absent,no,perceptually rich,no,no,no,yes,33.7,66.3,NA,yes,83,83,166,< 0.001,1.662
210,"pitardi, wirtz, paluch, & kunz","service robots, agency and embarrassing service encounters",2021,journal of service management,journal publication,marketing,2,NA,affective,extensive,NA,present,absent,healthcare,objective,high,expert,absent,no,perceptually rich,no,no,no,yes,33.7,66.3,NA,yes,83,83,166,< 0.05,0.507
211,"pitardi, wirtz, paluch, & kunz","service robots, agency and embarrassing service encounters",2021,journal of service management,journal publication,marketing,2,NA,affective,extensive,NA,present,absent,healthcare,objective,high,expert,absent,no,perceptually rich,no,no,no,yes,27.6,57,NA,yes,60,61,121,< 0.001,0.669
212,"goodyear, parasuraman, chernyak, de visser, madhavan, deshpande, & krueger",an fmri and effective connectivity study investigating miss errors during advice utilization from human and machine agents,2017,social neuroscience,journal publication,medicine,1,ai assistants,affective,limited,equivalent,absent,absent,legal & public safety,objective,high,expert,absent,no,text only,yes,no,no,no,22.3,42,america,no,12,12,24,0.905,-0.043
213,"goodyear, parasuraman, chernyak, de visser, madhavan, deshpande, & krueger",an fmri and effective connectivity study investigating miss errors during advice utilization from human and machine agents,2017,social neuroscience,journal publication,medicine,1,ai assistants,cognitive,limited,equivalent,absent,absent,legal & public safety,objective,high,expert,absent,no,text only,yes,no,no,no,22.3,42,america,no,12,12,24,0.394,-0.372
214,"goodyear, parasuraman, chernyak, de visser, madhavan, deshpande, & krueger",an fmri and effective connectivity study investigating miss errors during advice utilization from human and machine agents,2017,social neuroscience,journal publication,medicine,1,ai assistants,behavioral,limited,equivalent,absent,absent,legal & public safety,objective,high,expert,absent,no,text only,yes,no,no,no,22.3,42,america,no,12,12,24,0.032,-0.976
215,"goodyear, parasuraman, chernyak, madhavan, deshpande, & krueger",advice taking from humans and machines: an fmri and effective connectivity study,2016,frontiers in human neuroscience ,journal publication,medicine,1,ai assistants,cognitive,limited,equivalent,absent,absent,legal & public safety,objective,high,expert,absent,no,text only,yes,no,no,no,20,46,america,no,12,12,24,0.009,-0.722
216,"goodyear, parasuraman, chernyak, madhavan, deshpande, & krueger",advice taking from humans and machines: an fmri and effective connectivity study,2016,frontiers in human neuroscience ,journal publication,medicine,1,ai assistants,behavioral,limited,equivalent,absent,absent,legal & public safety,objective,high,expert,absent,no,text only,yes,no,no,no,20,46,america,no,12,12,24,0.04,0.578
217,"li, rau, & huang",who should provide clothing recommendation services: artificial intelligence or human experts?,2020,journal of information technology research,journal publication,information systems,1,ai assistants,behavioral,extensive,NA,absent,present,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,no,no,23.7,100,asia,no,15,15,30,NA,-1.584
218,"li, rau, & huang",who should provide clothing recommendation services: artificial intelligence or human experts?,2020,journal of information technology research,journal publication,information systems,1,ai assistants,behavioral,extensive,NA,absent,present,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,no,no,23.7,100,asia,no,15,15,30,0.49,0.26
219,"li, rau, & huang",who should provide clothing recommendation services: artificial intelligence or human experts?,2020,journal of information technology research,journal publication,information systems,1,ai assistants,cognitive,extensive,NA,absent,present,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,no,no,23.7,100,asia,no,15,15,30,0.36,0.337
220,"li, rau, & huang",who should provide clothing recommendation services: artificial intelligence or human experts?,2020,journal of information technology research,journal publication,information systems,1,ai assistants,behavioral,extensive,NA,absent,present,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,no,no,23.7,100,asia,no,15,15,30,0.23,-0.459
221,"newman, fast, & harmon",when eliminating bias isn't fair: algorithmic reductionism and procedural justice in human resource decisions,2020,organizational behavior and human decision processes,journal publication,management,1,ai algorithms,affective,extensive,NA,absent,absent,operations & management,objective,high,expert,absent,no,text only,no,no,no,yes,32.9,41.2,NA,no,100,99,199,< 0.001,-0.5
222,"newman, fast, & harmon",when eliminating bias isn't fair: algorithmic reductionism and procedural justice in human resource decisions,2020,organizational behavior and human decision processes,journal publication,management,2,ai algorithms,affective,extensive,NA,absent,present,operations & management,objective,high,expert,absent,yes,text only,yes,no,no,no,38.6,66.8,NA,no,827,827,1654,0.021,-0.11
223,"newman, fast, & harmon",when eliminating bias isn't fair: algorithmic reductionism and procedural justice in human resource decisions,2020,organizational behavior and human decision processes,journal publication,management,2,ai algorithms,affective,extensive,NA,absent,present,operations & management,objective,high,expert,absent,yes,text only,yes,no,no,no,38.6,66.8,NA,no,827,827,1654,< 0.001,-0.16
224,"newman, fast, & harmon",when eliminating bias isn't fair: algorithmic reductionism and procedural justice in human resource decisions,2020,organizational behavior and human decision processes,journal publication,management,3,ai algorithms,affective,extensive,NA,absent,absent,operations & management,objective,low,expert,absent,no,text only,no,no,no,yes,35.3,45,NA,no,47,142,189,0.036,-0.35
225,"newman, fast, & harmon",when eliminating bias isn't fair: algorithmic reductionism and procedural justice in human resource decisions,2020,organizational behavior and human decision processes,journal publication,management,4,ai algorithms,affective,extensive,NA,absent,present,operations & management,objective,low,expert,absent,no,text only,no,no,no,no,20.9,45.7,NA,no,98,99,197,0.007,-0.39
226,"newman, fast, & harmon",when eliminating bias isn't fair: algorithmic reductionism and procedural justice in human resource decisions,2020,organizational behavior and human decision processes,journal publication,management,5,ai algorithms,affective,extensive,NA,absent,present,operations & management,objective,high,expert,absent,no,text only,yes,no,no,no,19.9,41.3,NA,no,107,106,213,0.011,-0.5
227,"yun, lee, & kim",behavioral and neural evidence on consumer responses to human doctors and medical artificial intelligence,2023,psychology & marketing,journal publication,marketing,1,ai systems,behavioral,extensive,equivalent,absent,absent,healthcare,objective,high,expert,absent,no,perceptually rich,no,no,no,yes,29.06,42,NA,no,175,175,350,0,-0.915
228,"yun, lee, & kim",behavioral and neural evidence on consumer responses to human doctors and medical artificial intelligence,2023,psychology & marketing,journal publication,marketing,1,ai systems,behavioral,extensive,equivalent,absent,absent,healthcare,objective,high,expert,absent,no,perceptually rich,no,no,no,yes,29.06,42,NA,no,175,175,350,0.018,-0.374
229,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,1,ai assistants,affective,extensive,superior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,44.6,america,yes,62,65,127,0,-0.51
230,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,1,ai assistants,cognitive,extensive,superior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,44.6,america,yes,62,65,127,0.52,-0.146
231,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,1,ai assistants,behavioral,extensive,superior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,44.6,america,yes,62,65,127,0.28,-0.213
232,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,1,ai assistants,affective,extensive,inferior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,44.6,america,yes,61,65,126,0,-0.775
233,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,1,ai assistants,cognitive,extensive,inferior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,44.6,america,yes,61,65,126,0,-0.616
234,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,1,ai assistants,behavioral,extensive,inferior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,44.6,america,yes,61,65,126,0,-0.798
235,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,2,ai assistants,affective,extensive,superior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,42.3,america,yes,64,61,125,0.02,-0.399
236,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,2,ai assistants,cognitive,extensive,superior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,42.3,america,yes,64,61,125,0.17,-0.192
237,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,2,ai assistants,behavioral,extensive,superior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,42.3,america,yes,64,61,125,0.56,-0.142
238,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,2,ai assistants,affective,extensive,inferior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,42.3,america,yes,64,61,125,0,-0.743
239,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,2,ai assistants,cognitive,extensive,inferior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,42.3,america,yes,64,61,125,0.01,-0.687
240,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,2,ai assistants,behavioral,extensive,inferior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,42.3,america,yes,64,61,125,0,-0.488
241,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,3,ai assistants,cognitive,extensive,superior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,52.4,america,yes,59,62,121,0,0.763
242,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,3,ai assistants,cognitive,extensive,superior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,52.4,america,yes,59,62,121,0.01,0.384
243,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,3,ai assistants,affective,extensive,superior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,52.4,america,yes,59,62,121,0.87,-0.097
244,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,3,ai assistants,cognitive,extensive,superior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,52.4,america,yes,59,62,121,0.06,0.221
245,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,3,ai assistants,behavioral,extensive,superior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,52.4,america,yes,59,62,121,0.9,-0.016
246,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,3,ai assistants,cognitive,extensive,inferior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,52.4,america,yes,64,62,126,0.07,-0.482
247,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,3,ai assistants,cognitive,extensive,inferior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,52.4,america,yes,64,62,126,0.65,0.033
248,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,3,ai assistants,affective,extensive,inferior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,52.4,america,yes,64,62,126,0,-1.162
249,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,3,ai assistants,cognitive,extensive,inferior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,52.4,america,yes,64,62,126,0,-0.86
250,"zhang, pentina, & fan",who do you choose? comparing perceptions of human vs robo-advisor in the context of financial services,2019,journal of services marketing,journal publication,marketing,3,ai assistants,behavioral,extensive,inferior,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,no,no,yes,NA,52.4,america,yes,64,62,126,0,-0.631
251,"luo, qin, fang, & qu",artificial intelligence coaches for sales agents: caveats and solutions,2021,journal of marketing,journal publication,marketing,1,ai assistants,cognitive,extensive,superior,absent,present,operations & management,objective,low,expert,absent,yes,text only,yes,no,no,no,22,66,asia,no,214,215,429,< .01,1.2176
252,"luo, qin, fang, & qu",artificial intelligence coaches for sales agents: caveats and solutions,2021,journal of marketing,journal publication,marketing,1,ai assistants,cognitive,extensive,superior,absent,present,operations & management,objective,low,expert,absent,yes,text only,yes,no,no,no,22,66,asia,no,214,215,429,< .01,0.7473
253,"luo, qin, fang, & qu",artificial intelligence coaches for sales agents: caveats and solutions,2021,journal of marketing,journal publication,marketing,1,ai assistants,cognitive,extensive,superior,absent,present,operations & management,objective,low,expert,absent,yes,text only,yes,no,no,no,22,66,asia,no,214,215,429,< .01,-1.1858
254,"luo, qin, fang, & qu",artificial intelligence coaches for sales agents: caveats and solutions,2021,journal of marketing,journal publication,marketing,1,ai assistants,behavioral,extensive,superior,absent,present,operations & management,objective,low,expert,absent,yes,text only,yes,no,no,no,22,66,asia,no,214,215,429,> 0.1,0.04
255,"longoni, cian, & kyung",algorithmic transference: people overgeneralize failures of ai in the government,2023,journal of marketing research,journal publication,marketing,1A,ai algorithms,cognitive,extensive,NA,absent,absent,social welfare,objective,low,expert,absent,no,text only,no,no,no,yes,38.1,55,america,no,102,103,205,0.01,-0.36
256,"longoni, cian, & kyung",algorithmic transference: people overgeneralize failures of ai in the government,2023,journal of marketing research,journal publication,marketing,1B,ai algorithms,cognitive,extensive,NA,absent,absent,social welfare,objective,low,expert,absent,no,text only,no,no,no,yes,44.3,51.3,america,no,150,150,300,0.003,-0.35
257,"longoni, cian, & kyung",algorithmic transference: people overgeneralize failures of ai in the government,2023,journal of marketing research,journal publication,marketing,1C,ai algorithms,cognitive,extensive,NA,absent,absent,social welfare,objective,low,expert,absent,no,text only,no,no,no,yes,41.3,24,america,no,101,101,202,0.017,-0.34
258,"longoni, cian, & kyung",algorithmic transference: people overgeneralize failures of ai in the government,2023,journal of marketing research,journal publication,marketing,2,ai algorithms,cognitive,extensive,equivalent,absent,absent,social welfare,objective,low,expert,absent,no,text only,no,no,no,yes,40.8,50.4,america,yes,251,251,502,< 0.001,-0.55
259,"longoni, cian, & kyung",algorithmic transference: people overgeneralize failures of ai in the government,2023,journal of marketing research,journal publication,marketing,3,ai algorithms,cognitive,extensive,equivalent,absent,absent,social welfare,objective,low,expert,absent,no,text only,no,no,no,yes,39.7,43.2,america,no,201,202,403,NA,-0.659
260,"longoni, cian, & kyung",algorithmic transference: people overgeneralize failures of ai in the government,2023,journal of marketing research,journal publication,marketing,3,ai algorithms,cognitive,extensive,equivalent,absent,absent,social welfare,objective,low,expert,absent,no,text only,no,no,no,yes,39.7,43.2,america,no,201,202,403,NA,-0.135
261,"longoni, cian, & kyung",algorithmic transference: people overgeneralize failures of ai in the government,2023,journal of marketing research,journal publication,marketing,4,ai algorithms,cognitive,extensive,NA,absent,absent,social welfare,objective,low,expert,absent,no,text only,no,no,no,yes,41,50.5,america,yes,200,200,400,0.002,-0.32
262,"longoni, cian, & kyung",algorithmic transference: people overgeneralize failures of ai in the government,2023,journal of marketing research,journal publication,marketing,5,ai algorithms,cognitive,extensive,equivalent,absent,absent,social welfare,objective,low,expert,absent,no,text only,no,no,no,yes,41.6,52.3,america,no,101,101,202,NA,-0.589
263,"longoni, cian, & kyung",algorithmic transference: people overgeneralize failures of ai in the government,2023,journal of marketing research,journal publication,marketing,5,ai algorithms,cognitive,extensive,equivalent,absent,absent,social welfare,objective,low,expert,absent,no,text only,no,no,no,yes,41.6,52.3,america,no,101,102,203,NA,0.225
264,"longoni, cian, & kyung",algorithmic transference: people overgeneralize failures of ai in the government,2023,journal of marketing research,journal publication,marketing,6A,ai algorithms,cognitive,extensive,NA,absent,absent,social welfare,objective,low,expert,absent,no,text only,no,no,no,yes,44.44,49.2,america,no,150,149,299,0.003,-0.35
265,"longoni, cian, & kyung",algorithmic transference: people overgeneralize failures of ai in the government,2023,journal of marketing research,journal publication,marketing,6A,ai algorithms,behavioral,extensive,NA,absent,absent,social welfare,objective,low,expert,absent,no,text only,no,no,no,yes,44.44,49.2,america,no,150,149,299,0.021,-0.27
266,"longoni, cian, & kyung",algorithmic transference: people overgeneralize failures of ai in the government,2023,journal of marketing research,journal publication,marketing,6B,ai algorithms,cognitive,extensive,NA,absent,absent,social welfare,objective,low,expert,absent,no,text only,no,no,no,yes,40.6,56.2,america,no,100,101,201,< 0.001,-0.63
267,"longoni, cian, & kyung",algorithmic transference: people overgeneralize failures of ai in the government,2023,journal of marketing research,journal publication,marketing,6B,ai algorithms,behavioral,extensive,NA,absent,absent,social welfare,objective,low,expert,absent,no,text only,no,no,no,yes,40.6,56.2,america,no,100,101,201,< 0.001,-0.55
268,"longoni, cian, & kyung",algorithmic transference: people overgeneralize failures of ai in the government,2023,journal of marketing research,journal publication,marketing,6C,ai algorithms,cognitive,extensive,NA,absent,absent,social welfare,objective,low,expert,absent,no,text only,no,no,no,yes,40.5,41.2,america,no,100,100,200,< 0.001,-0.65
269,"longoni, cian, & kyung",algorithmic transference: people overgeneralize failures of ai in the government,2023,journal of marketing research,journal publication,marketing,6C,ai algorithms,behavioral,extensive,NA,absent,absent,social welfare,objective,low,expert,absent,no,text only,no,no,no,yes,40.5,41.2,america,no,100,100,200,< 0.001,-0.52
270,"wu, mou, li, & xu",investigating american and chinese subjects' explicit and implicit perceptions of ai-generated artistic work,2020,computers in human behavior,journal publication,information systems,1,ai assistants,NA,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,no,yes,37.06,46.6,america,no,125,126,251,NA,-0.277
271,"wu, mou, li, & xu",investigating american and chinese subjects' explicit and implicit perceptions of ai-generated artistic work,2020,computers in human behavior,journal publication,information systems,1,ai assistants,affective,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,no,yes,37.06,46.6,america,no,125,126,251,NA,-0.239
272,"wu, mou, li, & xu",investigating american and chinese subjects' explicit and implicit perceptions of ai-generated artistic work,2020,computers in human behavior,journal publication,information systems,1,ai assistants,cognitive,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,no,yes,37.06,46.6,america,no,125,126,251,< .05,-0.44
273,"wu, mou, li, & xu",investigating american and chinese subjects' explicit and implicit perceptions of ai-generated artistic work,2020,computers in human behavior,journal publication,information systems,1,ai assistants,NA,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,no,no,32.1,62.8,asia,no,146,147,293,NA,0.354
274,"wu, mou, li, & xu",investigating american and chinese subjects' explicit and implicit perceptions of ai-generated artistic work,2020,computers in human behavior,journal publication,information systems,1,ai assistants,affective,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,no,no,32.1,62.8,asia,no,146,147,293,NA,0.528
275,"wu, mou, li, & xu",investigating american and chinese subjects' explicit and implicit perceptions of ai-generated artistic work,2020,computers in human behavior,journal publication,information systems,1,ai assistants,cognitive,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,no,no,32.1,62.8,asia,no,146,147,293,NA,0.376
276,"wu, mou, li, & xu",investigating american and chinese subjects' explicit and implicit perceptions of ai-generated artistic work,2020,computers in human behavior,journal publication,information systems,1,ai assistants,NA,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,no,no,37.06,46.6,america,no,125,126,251,NA,-0.156
277,"wu, mou, li, & xu",investigating american and chinese subjects' explicit and implicit perceptions of ai-generated artistic work,2020,computers in human behavior,journal publication,information systems,1,ai assistants,affective,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,no,no,37.06,46.6,america,no,125,126,251,NA,-0.277
278,"wu, mou, li, & xu",investigating american and chinese subjects' explicit and implicit perceptions of ai-generated artistic work,2020,computers in human behavior,journal publication,information systems,1,ai assistants,cognitive,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,no,no,37.06,46.6,america,no,125,126,251,NA,-0.353
279,"wu, mou, li, & xu",investigating american and chinese subjects' explicit and implicit perceptions of ai-generated artistic work,2020,computers in human behavior,journal publication,information systems,1,ai assistants,NA,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,no,no,32.1,62.8,asia,no,146,147,293,NA,-0.105
280,"wu, mou, li, & xu",investigating american and chinese subjects' explicit and implicit perceptions of ai-generated artistic work,2020,computers in human behavior,journal publication,information systems,1,ai assistants,affective,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,no,no,32.1,62.8,asia,no,146,147,293,NA,0.048
281,"wu, mou, li, & xu",investigating american and chinese subjects' explicit and implicit perceptions of ai-generated artistic work,2020,computers in human behavior,journal publication,information systems,1,ai assistants,cognitive,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,no,no,32.1,62.8,asia,no,146,147,293,NA,-0.179
282,"millet, buehler, du, & kokkoris",defending humankind: anthropocentric bias in the appreciation of AI art,2023,computers in human behavior,journal publication,information systems,1,ai assistants,affective,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,yes,no,20.36,30.6,europe,no,NA,NA,206,0.003 ,-0.4588
283,"millet, buehler, du, & kokkoris",defending humankind: anthropocentric bias in the appreciation of AI art,2023,computers in human behavior,journal publication,information systems,1,ai assistants,affective,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,yes,no,20.36,30.6,europe,no,NA,NA,206,< 0.001,-0.6667
284,"millet, buehler, du, & kokkoris",defending humankind: anthropocentric bias in the appreciation of AI art,2023,computers in human behavior,journal publication,information systems,2,ai assistants,affective,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,yes,yes,35.07,65.4,europe,no,NA,NA,298,0.021 ,-0.2857
